benchmark_id ,model             ,file                                                                              ,query_id                                          ,method         ,redundant_tokens ,time_generate_ms      ,time_apply_ms            ,total_tokens ,timestamp                  ,is_correct ,iterations
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,search_replace ,               0 ,      0               ,    0                    ,           0 ,2025-08-16T22:07:03.435116 ,False      ,         1
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,             146 ,  16178.335905075073  ,    0.029087066650390625 ,        6204 ,2025-08-16T22:07:03.850962 ,True       ,         2
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,morph          ,              33 ,   2801.985025405884  , 2615.7970428466797      ,        4972 ,2025-08-16T22:07:11.740292 ,True       ,         2
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,             250 ,  17392.284870147705  ,    0.04291534423828125  ,         230 ,2025-08-16T22:07:12.559689 ,True       ,         2
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,search_replace ,              85 ,   2362.5075817108154 ,    0.08821487426757812  ,       13624 ,2025-08-16T22:07:15.721897 ,False      ,         3
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              99 ,  38683.10022354126   , 5644.529104232788       ,         650 ,2025-08-16T22:07:16.699284 ,True       ,         3
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              61 ,  44325.36005973816   , 3033.9419841766357      ,        9529 ,2025-08-16T22:07:17.049685 ,True       ,         2
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              55 ,  42419.75808143616   , 5353.0848026275635      ,       14059 ,2025-08-16T22:07:22.066127 ,True       ,         3
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_refactor_overlay_renderer                     ,morph          ,              50 ,   2159.15584564209   , 2530.5609703063965      ,        4943 ,2025-08-16T22:07:22.991299 ,True       ,         2
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_refactor_overlay_renderer                     ,search_replace ,              30 ,   1004.0509700775146 ,    0                    ,        4565 ,2025-08-16T22:07:23.995859 ,False      ,         1
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,             154 ,  36491.04833602905   ,    0.07081031799316406  ,       20445 ,2025-08-16T22:07:28.288714 ,True       ,         4
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,             813 ,  39591.37940406799   ,    0.3237724304199219   ,         728 ,2025-08-16T22:07:31.680512 ,True       ,         8
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              43 ,   2731.224775314331  , 2702.575922012329       ,        5340 ,2025-08-16T22:07:36.510420 ,True       ,         2
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              41 ,  31190.382957458496  , 2738.661289215088       ,        8893 ,2025-08-16T22:07:40.664890 ,True       ,         2
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,search_replace ,             107 ,   3790.454149246216  ,    0.2541542053222656   ,       20310 ,2025-08-16T22:07:42.822478 ,True       ,         5
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,             118 ,  31962.625741958618  , 8826.3258934021         ,         963 ,2025-08-16T22:07:45.828830 ,True       ,         4
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_build_preload_header_helper                   ,morph          ,              70 ,  13066.524744033813  , 2830.9500217437744      ,         581 ,2025-08-16T22:07:48.711585 ,True       ,         2
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,morph          ,              42 ,   3251.1820793151855 , 3745.168924331665       ,        5337 ,2025-08-16T22:07:52.630207 ,True       ,         2
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              68 ,  57414.029121398926  , 2837.181806564331       ,         552 ,2025-08-16T22:07:54.403849 ,True       ,         2
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              38 ,  27460.015058517456  , 3024.5237350463867      ,         785 ,2025-08-16T22:07:54.721867 ,True       ,         2
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,search_replace ,              36 ,   5566.41697883606   ,    0                    ,        5412 ,2025-08-16T22:07:58.197185 ,False      ,         1
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,            2668 ,  63008.5928440094    ,    0.39267539978027344  ,        2360 ,2025-08-16T22:08:02.911017 ,True       ,         9
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,morph          ,              38 ,  76555.62591552734   , 3064.8999214172363      ,         775 ,2025-08-16T22:08:03.417446 ,True       ,         2
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              49 ,  94402.35328674316   , 2421.6041564941406      ,        4343 ,2025-08-16T22:08:06.616935 ,True       ,         2
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_applyPreDrawUpdaters                     ,morph          ,              47 ,   5921.121120452881  , 3978.1129360198975      ,        5565 ,2025-08-16T22:08:11.402644 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_build_preload_header_helper                   ,search_replace ,             211 ,  11015.875101089478  ,    0.0667572021484375   ,         292 ,2025-08-16T22:08:16.277687 ,True       ,         3
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              34 ,   6409.177780151367  , 2695.2359676361084      ,         306 ,2025-08-16T22:08:18.755672 ,True       ,         2
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_applyPreDrawUpdaters                     ,search_replace ,             177 ,  10553.838968276978  ,    0                    ,        5825 ,2025-08-16T22:08:21.957675 ,False      ,         1
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,             859 ,  31034.09695625305   ,    0.2338886260986328   ,        1725 ,2025-08-16T22:08:23.880387 ,True       ,         4
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              79 ,  61170.337200164795  , 5137.899875640869       ,       10198 ,2025-08-16T22:08:29.157114 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,   8373.616218566895  ,    0.06341934204101562  ,         545 ,2025-08-16T22:08:38.280164 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_set_html_content_type_helper                  ,morph          ,              36 ,  19526.24821662903   , 2126.0149478912354      ,         796 ,2025-08-16T22:08:46.654042 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,             106 ,  18552.447080612183  , 2716.322898864746       ,         876 ,2025-08-16T22:08:49.528948 ,True       ,         2
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,             253 ,  45852.04482078552   ,    0.10013580322265625  ,         227 ,2025-08-16T22:08:51.085584 ,True       ,         3
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,search_replace ,             158 ,  17956.601858139038  ,    0.13256072998046875  ,         179 ,2025-08-16T22:09:09.246015 ,True       ,         4
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_set_html_content_type_helper                  ,search_replace ,             490 ,  17419.561862945557  ,    0.13208389282226562  ,         431 ,2025-08-16T22:09:11.266327 ,True       ,         4
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_build_preload_header_helper                   ,morph          ,              44 ,  33885.14804840088   , 2180.657148361206       ,         737 ,2025-08-16T22:09:11.908542 ,True       ,         2
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,            1402 ,  68743.74461174011   ,    0.43487548828125     ,        1307 ,2025-08-16T22:09:22.557398 ,True       ,        10
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,morph          ,              48 ,   5586.978912353516  , 3032.179832458496       ,         248 ,2025-08-16T22:09:24.755627 ,True       ,         2
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,             409 , 119642.17615127563   ,    0.19621849060058594  ,       36765 ,2025-08-16T22:09:26.459208 ,True       ,         6
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_refactor_css_chunks_helper                    ,morph          ,              34 ,   6015.492916107178  , 2740.1769161224365      ,         174 ,2025-08-16T22:09:27.429863 ,True       ,         2
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              39 , 104617.03777313232   , 5260.663986206055       ,        6131 ,2025-08-16T22:09:35.585308 ,True       ,         2
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,            2795 , 116843.70684623718   ,    0.5424022674560547   ,        2645 ,2025-08-16T22:09:37.508008 ,True       ,        10
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,             204 , 120936.14935874939   ,    0.13709068298339844  ,       39377 ,2025-08-16T22:09:43.522954 ,True       ,         5
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_refactor_css_chunks_helper                    ,search_replace ,             224 ,   6465.714931488037  ,    0.04982948303222656  ,         367 ,2025-08-16T22:09:47.602019 ,True       ,         2
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              36 ,   9531.384706497192  , 3644.2790031433105      ,        6103 ,2025-08-16T22:09:48.840087 ,True       ,         2
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_build_preload_header_helper                   ,search_replace ,             298 ,  27387.69841194153   ,    0.10967254638671875  ,         375 ,2025-08-16T22:09:53.892959 ,True       ,         4
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              30 ,  15285.97092628479   , 2547.5668907165527      ,         310 ,2025-08-16T22:10:04.131868 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_extract_safe_serialize_helper                 ,morph          ,              58 ,   6779.892921447754  , 2103.4228801727295      ,         261 ,2025-08-16T22:10:04.757229 ,True       ,         2
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,  14511.921882629395  ,    0.11277198791503906  ,        6936 ,2025-08-16T22:10:08.481895 ,True       ,         2
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              46 ,  19856.901168823242  , 2804.327964782715       ,        7555 ,2025-08-16T22:10:13.925233 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_extract_safe_serialize_helper                 ,search_replace ,             401 ,   9512.471914291382  ,    0.0629425048828125   ,         377 ,2025-08-16T22:10:21.213590 ,True       ,         3
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,             461 ,  83641.09086990356   ,    0.09822845458984375  ,       17167 ,2025-08-16T22:10:26.168326 ,True       ,         3
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              48 ,  62541.337966918945  , 2778.752088546753       ,         751 ,2025-08-16T22:10:27.536707 ,True       ,         2
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_set_html_content_type_helper                  ,morph          ,              52 ,  22749.243021011353  , 2198.317050933838       ,         504 ,2025-08-16T22:10:29.623964 ,True       ,         2
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,  23964.754343032837  ,    0.05602836608886719  ,         553 ,2025-08-16T22:10:35.803224 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_extract_fetch_credentials_helper              ,morph          ,              52 ,  11391.602039337158  , 2356.919050216675       ,         528 ,2025-08-16T22:10:44.054395 ,True       ,         2
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,search_replace ,             128 ,  24078.48858833313   ,    0.12421607971191406  ,       17688 ,2025-08-16T22:10:44.809615 ,True       ,         4
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              49 ,  12090.617895126343  , 3108.6490154266357      ,        5974 ,2025-08-16T22:10:53.602328 ,True       ,         2
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              28 ,  84282.93371200562   , 3130.305051803589       ,        3918 ,2025-08-16T22:10:55.665052 ,True       ,         2
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_set_html_content_type_helper                  ,search_replace ,             202 ,  22311.797618865967  ,    0.09298324584960938  ,         202 ,2025-08-16T22:10:59.139020 ,True       ,         4
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_extract_fetch_credentials_helper              ,search_replace ,             509 ,  14763.047218322754  ,    0.09202957153320312  ,         707 ,2025-08-16T22:11:06.699772 ,True       ,         3
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,            3716 , 170569.16999816895   ,    0.6952285766601562   ,        5387 ,2025-08-16T22:11:16.311785 ,True       ,        10
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,search_replace ,            1629 ,  59272.57680892944   ,    0.4208087921142578   ,        2687 ,2025-08-16T22:11:21.136343 ,True       ,        10
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             382 ,  20268.181800842285  ,    0.06389617919921875  ,         548 ,2025-08-16T22:11:21.997773 ,True       ,         2
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,            4597 ,  99049.97873306274   ,    0.5917549133300781   ,        5730 ,2025-08-16T22:11:26.996391 ,True       ,        10
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,morph          ,              26 ,  15963.828325271606  , 3497.7662563323975      ,        6803 ,2025-08-16T22:11:35.166614 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,morph          ,              57 ,   9888.32688331604   , 2476.202964782715       ,         482 ,2025-08-16T22:11:39.795426 ,True       ,         2
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,search_replace ,              92 ,  34518.96905899048   ,    0.08440017700195312  ,       17844 ,2025-08-16T22:11:43.081494 ,True       ,         4
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,morph          ,             332 ,  79862.99300193787   ,12621.37746810913        ,       24209 ,2025-08-16T22:11:51.715815 ,True       ,         4
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,search_replace ,              73 ,   7944.770336151123  ,    0.08225440979003906  ,          66 ,2025-08-16T22:11:53.000224 ,True       ,         3
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              24 ,  21675.286054611206  , 2660.5589389801025      ,         684 ,2025-08-16T22:11:57.594084 ,True       ,         2
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              53 ,  26650.908946990967  , 2734.599828720093       ,         675 ,2025-08-16T22:12:05.566221 ,True       ,         2
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,search_replace ,             192 ,  20321.430921554565  ,    0.09894371032714844  ,        6974 ,2025-08-16T22:12:08.630462 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_refactor_overlay_renderer                     ,morph          ,              50 ,   8079.288005828857  , 2593.463182449341       ,         342 ,2025-08-16T22:12:12.357642 ,True       ,         2
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,morph          ,              42 ,  22211.915016174316  , 2726.7677783966064      ,        6742 ,2025-08-16T22:12:22.209837 ,True       ,         2
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,search_replace ,             729 ,  24416.596174240112  ,    0.07700920104980469  ,         664 ,2025-08-16T22:12:23.769383 ,True       ,         3
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_refactor_overlay_renderer                     ,search_replace ,             581 ,  11982.400894165039  ,    0.06270408630371094  ,         570 ,2025-08-16T22:12:30.825690 ,True       ,         3
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,            2314 , 226914.1881465912    ,    0.5309581756591797   ,        2171 ,2025-08-16T22:12:36.423149 ,True       ,        10
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_applyPreDrawUpdaters                     ,morph          ,              49 ,  20698.91095161438   , 3721.4789390563965      ,        7406 ,2025-08-16T22:12:40.500925 ,True       ,         2
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,search_replace ,             192 ,   6565.349817276001  ,    0.06008148193359375  ,         330 ,2025-08-16T22:12:48.785046 ,True       ,         2
