benchmark_id ,model             ,file                                                                              ,query_id                                          ,method         ,redundant_tokens ,time_generate_ms      ,time_apply_ms           ,total_tokens ,timestamp                  ,is_correct
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,             151 ,  11085.507869720459  ,   0.09703636169433594  ,         194 ,2025-08-16T03:01:14.835988 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,             629 ,  11857.622861862183  ,   0.09822845458984375  ,         883 ,2025-08-16T03:01:15.863782 ,True
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              73 ,  26006.09302520752   ,2982.854127883911       ,         695 ,2025-08-16T03:01:18.706339 ,True
benchmark    ,gemini-flash-2.5  ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              87 ,  26672.35517501831   ,2317.4216747283936      ,         532 ,2025-08-16T03:01:18.770603 ,True
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,             325 ,  11841.96925163269   ,   0.10395050048828125  ,         627 ,2025-08-16T03:01:19.813846 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,morph          ,              50 ,  26918.768882751465  ,3305.392026901245       ,         308 ,2025-08-16T03:01:20.246469 ,True
benchmark    ,gemini-flash-2.5  ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              86 ,  16879.61173057556   ,2926.4707565307617      ,        1217 ,2025-08-16T03:01:20.253037 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              52 ,   9075.192213058472  ,3063.7691020965576      ,         523 ,2025-08-16T03:01:21.238458 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              37 ,   6882.163047790527  ,2846.1062908172607      ,         395 ,2025-08-16T03:01:27.286953 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,morph          ,              51 ,  15182.108163833618  ,3455.726146697998       ,        1695 ,2025-08-16T03:01:31.182322 ,True
benchmark    ,gemini-flash-2.5  ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              43 ,   3344.8808193206787 ,2654.496908187866       ,         482 ,2025-08-16T03:01:31.502301 ,True
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              41 ,   9061.33770942688   ,2505.2201747894287      ,         405 ,2025-08-16T03:01:33.080147 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,   9879.865169525146  ,   0.08296966552734375  ,         726 ,2025-08-16T03:01:38.902180 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,             151 ,  17949.57709312439   ,   0.04482269287109375  ,         194 ,2025-08-16T03:01:40.189366 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,             644 ,  18378.51905822754   ,   0.19407272338867188  ,        1395 ,2025-08-16T03:01:41.442362 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              71 ,  52608.12783241272   ,2754.412889480591       ,         491 ,2025-08-16T03:01:45.171547 ,True
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,             321 ,  24786.01384162903   ,   0.09799003601074219  ,         638 ,2025-08-16T03:01:45.176512 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,search_replace ,             306 ,  15695.497989654541  ,   0.17523765563964844  ,        2266 ,2025-08-16T03:01:46.883231 ,False
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              75 ,  54426.17702484131   ,2837.3539447784424      ,         662 ,2025-08-16T03:01:46.975748 ,True
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,  13366.968154907227  ,   0.12326240539550781  ,         730 ,2025-08-16T03:01:48.013754 ,True
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,morph          ,              78 ,  55353.53899002075   ,3104.8598289489746      ,         572 ,2025-08-16T03:01:48.402287 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,morph          ,              38 ,   1157.8941345214844 ,2425.678014755249       ,          97 ,2025-08-16T03:01:51.997323 ,False
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,search_replace ,              51 ,   1559.2401027679443 ,   0.0438690185546875   ,         120 ,2025-08-16T03:01:53.557043 ,False
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              57 ,  11359.823942184448  ,2684.357166290283       ,         447 ,2025-08-16T03:01:57.266802 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_refactor_overlay_renderer                     ,morph          ,              52 ,   2729.8319339752197 ,2603.0800342559814      ,         323 ,2025-08-16T03:02:00.644347 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_refactor_overlay_renderer                     ,search_replace ,              47 ,   1684.6728324890137 ,   0.09965896606445312  ,         133 ,2025-08-16T03:02:02.329892 ,False
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,search_replace ,             226 ,   8126.57904624939   ,   0.09298324584960938  ,         328 ,2025-08-16T03:02:07.064356 ,True
benchmark    ,gemini-pro-2.5    ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,              29 ,  16456.348180770874  ,   0.050067901611328125 ,          52 ,2025-08-16T03:02:09.918305 ,True
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              52 ,  19909.93595123291   ,2335.747241973877       ,         427 ,2025-08-16T03:02:13.334369 ,True
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,morph          ,              47 ,   6202.693939208984  ,2546.605110168457       ,         238 ,2025-08-16T03:02:17.139821 ,True
benchmark    ,gemini-flash-2.5  ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              54 ,   3109.0140342712402 ,2646.472930908203       ,         257 ,2025-08-16T03:02:22.807673 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,morph          ,              50 ,   5738.584995269775  ,2660.8119010925293      ,         313 ,2025-08-16T03:02:25.614279 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,morph          ,             191 ,  36625.905990600586  ,4131.65807723999        ,        2646 ,2025-08-16T03:02:30.288640 ,True
benchmark    ,gemini-flash-2.5  ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,morph          ,              66 ,   5117.763042449951  ,2660.1920127868652      ,         336 ,2025-08-16T03:02:34.642583 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,             408 ,  53118.07918548584   ,   0.09083747863769531  ,         638 ,2025-08-16T03:02:41.693321 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,search_replace ,             300 ,   7392.723798751831  ,   0.03910064697265625  ,         534 ,2025-08-16T03:02:42.057136 ,True
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,  27229.976177215576  ,   0.08392333984375     ,         726 ,2025-08-16T03:02:48.404834 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              64 ,  64425.32420158386   ,2784.176826477051       ,         957 ,2025-08-16T03:02:49.583301 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_applyPreDrawUpdaters                     ,morph          ,              41 ,   8233.570098876953  ,2750.5741119384766      ,         527 ,2025-08-16T03:02:54.745123 ,True
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,search_replace ,             279 ,  70102.23007202148   ,   0.053882598876953125 ,         571 ,2025-08-16T03:03:00.288021 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              50 ,  24272.35722541809   ,3108.042001724243       ,         406 ,2025-08-16T03:03:00.824657 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              46 ,  19387.531995773315  ,2481.2707901000977      ,         421 ,2025-08-16T03:03:05.326185 ,True
benchmark    ,gemini-flash-2.5  ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_applyPreDrawUpdaters                     ,morph          ,              57 ,   3834.368944168091  ,2763.1289958953857      ,         511 ,2025-08-16T03:03:10.011720 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_applyPreDrawUpdaters                     ,search_replace ,             323 ,   8080.209970474243  ,   0.03719329833984375  ,         686 ,2025-08-16T03:03:17.194171 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,morph          ,              37 ,   1953.7570476531982 ,2548.856019973755       ,         294 ,2025-08-16T03:03:23.424501 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,              27 ,    827.6407718658447 ,   0.0400543212890625   ,          48 ,2025-08-16T03:03:26.071020 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              55 ,   3112.9889488220215 ,3007.3530673980713      ,         509 ,2025-08-16T03:03:34.271561 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,             129 ,   5220.325231552124  ,   0.39386749267578125  ,         511 ,2025-08-16T03:03:39.493951 ,False
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,morph          ,              43 ,  36444.85306739807   ,2427.7713298797607      ,         432 ,2025-08-16T03:03:40.965222 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              58 ,   1751.938819885254  ,3255.265951156616       ,         114 ,2025-08-16T03:03:46.098530 ,True
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,morph          ,              56 ,  17809.26489830017   ,2608.55770111084        ,         169 ,2025-08-16T03:03:46.468429 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,search_replace ,              76 ,   4875.543832778931  ,   0.13637542724609375  ,         148 ,2025-08-16T03:03:52.915051 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,  53853.92689704895   ,   0.08678436279296875  ,         722 ,2025-08-16T03:04:00.788361 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,morph          ,              43 ,   4329.317092895508  ,3239.7420406341553      ,         260 ,2025-08-16T03:04:02.317557 ,True
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,              29 ,  14099.384784698486  ,   0.051975250244140625 ,          52 ,2025-08-16T03:04:02.437046 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_paint_helpers                             ,search_replace ,             123 ,   3507.6661109924316 ,   0.3631114959716797   ,         314 ,2025-08-16T03:04:07.587579 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,             701 ,  80194.09203529358   ,   0.14019012451171875  ,        1453 ,2025-08-16T03:04:11.547921 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_applyPreDrawUpdaters                     ,morph          ,              40 ,   4502.6280879974365 ,4025.454044342041       ,         427 ,2025-08-16T03:04:18.031381 ,True
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              71 ,  33746.9687461853    ,2877.9869079589844      ,        1007 ,2025-08-16T03:04:20.180076 ,True
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_applyPreDrawUpdaters                     ,search_replace ,             301 ,   7450.937032699585  ,   0.09489059448242188  ,         671 ,2025-08-16T03:04:25.484530 ,False
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,morph          ,              48 ,   7201.170206069946  ,3006.3540935516357      ,         341 ,2025-08-16T03:04:25.782182 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,              60 ,  84170.72606086731   ,   0.03600120544433594  ,         314 ,2025-08-16T03:04:26.609744 ,False
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,search_replace ,             310 ,   8328.587055206299  ,   0.09894371032714844  ,         437 ,2025-08-16T03:04:35.811475 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,morph          ,              51 ,  12309.000015258789  ,2695.0230598449707      ,         137 ,2025-08-16T03:04:42.407339 ,True
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,  62560.92619895935   ,   0.033855438232421875 ,         750 ,2025-08-16T03:04:45.201106 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              60 ,  30679.17799949646   ,2664.9961471557617      ,         473 ,2025-08-16T03:04:46.805103 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_refactor_overlay_renderer                     ,morph          ,              58 ,   9394.855976104736  ,2429.852247238159       ,         454 ,2025-08-16T03:04:49.358958 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,              27 ,   6511.74783706665   ,   0.04291534423828125  ,          48 ,2025-08-16T03:04:50.625294 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_refactor_overlay_renderer                     ,search_replace ,             565 ,   9389.843940734863  ,   0.05602836608886719  ,         746 ,2025-08-16T03:05:00.482823 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,morph          ,              63 ,  30271.26908302307   ,3134.369134902954       ,        1747 ,2025-08-16T03:05:02.345735 ,True
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,morph          ,             171 , 193727.3726463318    ,3877.6419162750244      ,        1977 ,2025-08-16T03:05:07.905990 ,True
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,morph          ,             114 , 133387.74871826172   ,4271.852970123291       ,        4848 ,2025-08-16T03:05:08.746411 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_build_preload_header_helper                   ,morph          ,              73 ,  12293.999195098877  ,2310.598134994507       ,         703 ,2025-08-16T03:05:16.526266 ,False
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,search_replace ,             655 ,  55761.412143707275  ,   0.08296966552734375  ,        1577 ,2025-08-16T03:05:17.934687 ,True
benchmark    ,claude-opus-4     ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,search_replace ,             247 ,  34698.582887649536  ,   0.24008750915527344  ,         370 ,2025-08-16T03:05:23.130315 ,True
benchmark    ,gemini-flash-2.5  ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,morph          ,              51 ,  34092.729806900024  ,4007.7412128448486      ,        7689 ,2025-08-16T03:05:25.144151 ,True
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,search_replace ,             137 , 188105.1390171051    ,   0.02288818359375     ,         180 ,2025-08-16T03:05:26.886959 ,True
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              63 ,  80376.28388404846   ,4518.3351039886475      ,        1334 ,2025-08-16T03:05:29.170356 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_build_preload_header_helper                   ,search_replace ,             332 ,  12870.895147323608  ,   0.057220458984375    ,         769 ,2025-08-16T03:05:36.128378 ,True
benchmark    ,gemini-pro-2.5    ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,search_replace ,             347 ,  28078.92894744873   ,   0.07867813110351562  ,         720 ,2025-08-16T03:05:38.878754 ,True
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,extract_important_constant                        ,morph          ,              68 ,  14479.84004020691   ,2681.3290119171143      ,         342 ,2025-08-16T03:05:46.122165 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_set_html_content_type_helper                  ,morph          ,              65 ,   7604.921817779541  ,2549.3569374084473      ,         267 ,2025-08-16T03:05:47.813428 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              46 ,  51680.86814880371   ,4419.488191604614       ,        1186 ,2025-08-16T03:05:48.795903 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_set_html_content_type_helper                  ,search_replace ,              72 ,   5300.260782241821  ,   0.03814697265625     ,         170 ,2025-08-16T03:05:54.465901 ,True
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,morph          ,              80 ,  24268.583059310913  ,2797.5571155548096      ,        1079 ,2025-08-16T03:05:55.837605 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,search_replace ,             311 ,  58136.64269447327   ,   0.8137226104736328   ,        2254 ,2025-08-16T03:06:03.092458 ,True
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,morph          ,             237 ,  68799.83496665955   ,3871.8321323394775      ,        1993 ,2025-08-16T03:06:06.030424 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_refactor_css_chunks_helper                    ,morph          ,              48 ,   5570.3020095825195 ,2211.1592292785645      ,         296 ,2025-08-16T03:06:11.955721 ,True
benchmark    ,gemini-flash-2.5  ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,morph          ,              59 ,   2667.6299571990967 ,2562.07013130188        ,         228 ,2025-08-16T03:06:13.652858 ,True
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,extract_constant                                  ,morph          ,              76 ,  10477.434873580933  ,2487.5292778015137      ,         227 ,2025-08-16T03:06:17.596972 ,True
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/get_page_handler.ts  ,gph_refactor_css_chunks_helper                    ,search_replace ,             230 ,   8876.15704536438   ,   0.04482269287109375  ,         592 ,2025-08-16T03:06:22.270609 ,True
